2024-05-21 00:41:17,687 - ObjectDetectionLogger - INFO - Model path: models/yolov8s.pt
2024-05-21 00:41:19,558 - ObjectDetectionLogger - INFO - Model loaded. Cuda available: True
2024-05-21 00:41:19,626 - ObjectDetectionLogger - INFO - Region of interest points loaded successfully. Num points: 5
2024-05-21 00:41:24,183 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3406e+02, 6.6025e-02, 4.3368e+02, 1.7435e+02])
2024-05-21 00:41:24,607 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([323.5961,  30.6260, 351.6978, 108.1572])
2024-05-21 00:41:24,607 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,608 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,608 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:24,676 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3454e+02, 5.7953e-02, 4.3356e+02, 1.7448e+02])
2024-05-21 00:41:24,677 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,678 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,678 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:24,680 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([323.5731,  33.0717, 351.7427, 108.1782])
2024-05-21 00:41:24,680 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,681 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,681 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:24,752 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3475e+02, 6.9977e-02, 4.3351e+02, 1.7451e+02])
2024-05-21 00:41:24,752 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,753 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,754 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:24,821 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3477e+02, 6.5979e-02, 4.3345e+02, 1.7455e+02])
2024-05-21 00:41:24,822 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,823 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,823 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:24,891 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3472e+02, 6.5903e-02, 4.3339e+02, 1.7457e+02])
2024-05-21 00:41:24,891 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,893 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,893 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:24,958 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3462e+02, 5.7632e-02, 4.3332e+02, 1.7451e+02])
2024-05-21 00:41:24,959 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,960 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:24,960 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,027 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3471e+02, 5.0613e-02, 4.3331e+02, 1.7448e+02])
2024-05-21 00:41:25,028 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,029 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,029 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,104 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3479e+02, 3.9078e-02, 4.3349e+02, 1.7440e+02])
2024-05-21 00:41:25,105 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,106 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,107 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,192 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3488e+02, 3.4653e-02, 4.3387e+02, 1.7435e+02])
2024-05-21 00:41:25,193 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,194 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,195 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,266 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3480e+02, 3.0396e-02, 4.3416e+02, 1.7449e+02])
2024-05-21 00:41:25,267 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,268 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,268 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,270 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([324.3083,  26.9202, 358.0544, 108.5965])
2024-05-21 00:41:25,271 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,271 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,271 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,356 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3480e+02, 2.8305e-02, 4.3424e+02, 1.7439e+02])
2024-05-21 00:41:25,357 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,358 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,358 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,361 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([324.3251,  26.9938, 358.7369, 109.4117])
2024-05-21 00:41:25,363 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,364 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,366 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,456 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3485e+02, 2.4872e-02, 4.3423e+02, 1.7427e+02])
2024-05-21 00:41:25,456 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,458 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,458 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,460 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([324.3796,  27.4642, 357.8047, 109.6469])
2024-05-21 00:41:25,460 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,461 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,461 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,545 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3483e+02, 1.7197e-02, 4.3410e+02, 1.7424e+02])
2024-05-21 00:41:25,545 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,547 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,548 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,550 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.1092,  27.1250, 359.8057, 109.5004])
2024-05-21 00:41:25,551 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,551 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,552 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,625 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3483e+02, 1.4725e-02, 4.3421e+02, 1.7417e+02])
2024-05-21 00:41:25,625 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,627 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,627 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,629 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.0437,  27.2553, 360.2988, 109.4052])
2024-05-21 00:41:25,629 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,630 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,630 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,711 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3497e+02, 1.6083e-02, 4.3404e+02, 1.7414e+02])
2024-05-21 00:41:25,712 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,713 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,713 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,715 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.4408,  27.4047, 359.8865, 109.2782])
2024-05-21 00:41:25,716 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,717 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,718 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,819 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3486e+02, 3.2288e-02, 4.3434e+02, 1.7407e+02])
2024-05-21 00:41:25,819 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,820 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,821 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,822 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.9479,  27.5753, 360.2900, 109.2309])
2024-05-21 00:41:25,823 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,823 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,824 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,902 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3489e+02, 4.1916e-02, 4.3453e+02, 1.7403e+02])
2024-05-21 00:41:25,902 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,903 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,904 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,905 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.6027,  27.3304, 360.1466, 109.2611])
2024-05-21 00:41:25,906 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,907 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,907 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,982 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3487e+02, 4.4296e-02, 4.3452e+02, 1.7401e+02])
2024-05-21 00:41:25,983 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,984 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,985 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:25,986 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.5099,  27.3317, 359.9933, 109.1634])
2024-05-21 00:41:25,987 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,987 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:25,988 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,070 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3492e+02, 3.9246e-02, 4.3456e+02, 1.7404e+02])
2024-05-21 00:41:26,071 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,072 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,072 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,075 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.0502,  27.1795, 359.6647, 108.8365])
2024-05-21 00:41:26,076 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,077 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,077 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,152 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3495e+02, 4.7989e-02, 4.3478e+02, 1.7395e+02])
2024-05-21 00:41:26,153 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,154 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,154 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,156 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.9973,  27.2550, 359.3633, 108.9756])
2024-05-21 00:41:26,157 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,157 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,159 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,231 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3497e+02, 2.7542e-02, 4.3435e+02, 1.7389e+02])
2024-05-21 00:41:26,232 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,233 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,234 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,236 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.8627,  27.3828, 359.1291, 108.9947])
2024-05-21 00:41:26,236 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,237 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,237 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,325 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3494e+02, 2.8320e-02, 4.3441e+02, 1.7396e+02])
2024-05-21 00:41:26,326 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,327 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,329 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,334 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.1655,  27.3912, 359.4700, 109.5212])
2024-05-21 00:41:26,336 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,337 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,339 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,410 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3495e+02, 2.2003e-02, 4.3440e+02, 1.7399e+02])
2024-05-21 00:41:26,410 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,411 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,412 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,413 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([327.0966,  27.3074, 359.6630, 109.7889])
2024-05-21 00:41:26,414 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,414 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,415 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,485 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3496e+02, 1.6144e-02, 4.3422e+02, 1.7396e+02])
2024-05-21 00:41:26,486 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,487 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,487 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,488 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([327.2155,  27.3022, 359.5951, 109.6389])
2024-05-21 00:41:26,489 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,489 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,490 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,584 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3487e+02, 1.2558e-02, 4.3413e+02, 1.7406e+02])
2024-05-21 00:41:26,585 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,595 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,600 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,604 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([328.1945,  27.4042, 359.6357, 109.7280])
2024-05-21 00:41:26,605 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,605 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,606 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,695 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3493e+02, 4.4556e-03, 4.3409e+02, 1.7411e+02])
2024-05-21 00:41:26,696 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,697 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,697 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,699 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([327.6160,  27.6352, 359.3979, 110.2023])
2024-05-21 00:41:26,699 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,699 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,700 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,769 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3484e+02, 1.7044e-02, 4.3432e+02, 1.7412e+02])
2024-05-21 00:41:26,769 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,770 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,771 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,772 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([328.1351,  28.0273, 359.6807, 112.1720])
2024-05-21 00:41:26,772 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,773 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,773 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,832 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3484e+02, 2.7283e-02, 4.3443e+02, 1.7405e+02])
2024-05-21 00:41:26,832 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,833 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,834 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,837 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([327.5311,  27.9016, 359.5943, 114.2932])
2024-05-21 00:41:26,839 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,841 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,844 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,917 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3479e+02, 2.1347e-02, 4.3425e+02, 1.7410e+02])
2024-05-21 00:41:26,917 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,919 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,919 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:26,921 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.1335,  28.0300, 359.6415, 114.5631])
2024-05-21 00:41:26,922 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,922 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:26,922 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:27,001 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3480e+02, 3.1097e-02, 4.3419e+02, 1.7415e+02])
2024-05-21 00:41:27,002 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:27,002 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:27,003 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:27,005 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.6186,  27.7976, 359.6703, 116.0507])
2024-05-21 00:41:27,005 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:27,006 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:27,006 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:41:27,083 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3482e+02, 3.0457e-02, 4.3399e+02, 1.7414e+02])
2024-05-21 00:41:27,084 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:41:27,085 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
