2024-05-21 00:58:00,306 - ObjectDetectionLogger - INFO - Model path: models/yolov8s.pt
2024-05-21 00:58:02,048 - ObjectDetectionLogger - INFO - Model loaded. Cuda available: True
2024-05-21 00:58:02,058 - ObjectDetectionLogger - INFO - Region of interest points loaded successfully. Num points: 5
2024-05-21 00:58:08,710 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([319.9714,  57.9091, 367.0164, 211.7242])
2024-05-21 00:58:09,348 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([304.9673,  63.3346, 357.1958, 222.3559])
2024-05-21 00:58:09,349 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,350 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,352 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,406 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([301.8434,  64.1999, 353.9686, 222.5424])
2024-05-21 00:58:09,407 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,408 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,409 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,463 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([295.0699,  65.5271, 351.9224, 219.1586])
2024-05-21 00:58:09,464 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,464 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,465 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,517 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([289.5013,  65.6104, 349.1371, 221.9974])
2024-05-21 00:58:09,518 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,519 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,520 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,577 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([292.0887,  66.1370, 347.0773, 218.1101])
2024-05-21 00:58:09,578 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,579 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,580 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,634 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([290.3708,  65.4651, 345.2305, 218.2065])
2024-05-21 00:58:09,635 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,636 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,637 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,689 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([288.1302,  63.8952, 341.5508, 217.0009])
2024-05-21 00:58:09,690 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,691 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,692 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,745 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([284.1572,  63.6110, 339.0508, 216.2720])
2024-05-21 00:58:09,746 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,746 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,747 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,799 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([278.1867,  63.1717, 336.1208, 225.9706])
2024-05-21 00:58:09,801 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,801 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,802 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,856 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([272.4568,  66.7985, 331.9528, 225.8589])
2024-05-21 00:58:09,857 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,858 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,859 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,862 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([337.7423,  70.8064, 367.0320, 192.6309])
2024-05-21 00:58:09,864 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,864 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,866 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,919 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([266.7971,  70.0824, 327.0448, 224.3078])
2024-05-21 00:58:09,920 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,920 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,921 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,925 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([338.3970,  70.4718, 367.0911, 207.2784])
2024-05-21 00:58:09,925 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,926 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,927 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,982 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([338.8217,  57.3935, 367.5120, 210.0533])
2024-05-21 00:58:09,983 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,984 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,985 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:09,987 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([261.4265,  72.7160, 322.1259, 259.1064])
2024-05-21 00:58:09,988 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,989 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:09,990 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 13.00%
2024-05-21 00:58:10,044 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([257.6982,  73.6191, 318.2617, 278.2722])
2024-05-21 00:58:10,045 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,046 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,046 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 18.00%
2024-05-21 00:58:10,049 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([335.1572,  55.6057, 367.3129, 216.7563])
2024-05-21 00:58:10,050 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,050 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,051 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,104 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([334.6169,  54.0511, 367.3297, 220.6309])
2024-05-21 00:58:10,105 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,105 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,106 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,108 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([254.3195,  74.8082, 316.8430, 288.4338])
2024-05-21 00:58:10,110 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,110 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,111 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 25.00%
2024-05-21 00:58:10,123 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:10,172 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([332.9424,  54.3981, 366.9124, 215.3267])
2024-05-21 00:58:10,173 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,173 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,174 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,175 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([250.4026,  74.1407, 315.6123, 278.7670])
2024-05-21 00:58:10,176 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,176 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,177 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 16.00%
2024-05-21 00:58:10,232 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([332.2546,  56.1626, 366.9588, 217.0109])
2024-05-21 00:58:10,233 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,234 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,236 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,237 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([244.4935,  72.1978, 312.3727, 305.1776])
2024-05-21 00:58:10,238 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,239 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,240 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 25.00%
2024-05-21 00:58:10,255 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:10,316 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([329.2695,  57.9330, 367.0142, 222.4770])
2024-05-21 00:58:10,317 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,318 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,319 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,322 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([239.7893,  71.5459, 307.0356, 289.4047])
2024-05-21 00:58:10,323 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,324 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,324 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 20.00%
2024-05-21 00:58:10,375 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.0886,  59.8773, 367.1517, 222.6111])
2024-05-21 00:58:10,376 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,377 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,377 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,379 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([229.4377,  72.7828, 304.6133, 353.8961])
2024-05-21 00:58:10,379 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,380 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,381 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 33.00%
2024-05-21 00:58:10,392 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:10,395 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([230.4141,  72.4162, 304.2183, 257.1508])
2024-05-21 00:58:10,396 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,397 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,398 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 7.00%
2024-05-21 00:58:10,448 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([322.4471,  62.6886, 366.9995, 222.0763])
2024-05-21 00:58:10,448 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,449 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,450 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,452 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([212.8018,  75.7962, 302.9779, 365.0907])
2024-05-21 00:58:10,453 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,453 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,454 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 33.00%
2024-05-21 00:58:10,468 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:10,526 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([202.8524,  81.6901, 298.8352, 366.3422])
2024-05-21 00:58:10,527 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,528 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,529 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 32.00%
2024-05-21 00:58:10,543 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:10,545 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([319.5060,  64.2394, 366.9232, 222.7046])
2024-05-21 00:58:10,546 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,546 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,547 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,592 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([188.0025,  87.3457, 296.7688, 368.9125])
2024-05-21 00:58:10,593 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,594 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,594 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 30.00%
2024-05-21 00:58:10,603 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:10,606 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([316.3714,  65.2325, 366.8811, 223.5291])
2024-05-21 00:58:10,606 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,606 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,607 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,658 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([184.1620,  92.2234, 293.8052, 367.9811])
2024-05-21 00:58:10,659 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,659 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,660 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 28.00%
2024-05-21 00:58:10,671 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:10,673 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([312.7663,  65.4059, 364.5112, 223.2974])
2024-05-21 00:58:10,674 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,674 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,676 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,726 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([309.8848,  64.9427, 365.4066, 219.6003])
2024-05-21 00:58:10,727 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,727 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,729 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,730 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([170.0569,  93.4662, 287.9066, 366.1506])
2024-05-21 00:58:10,730 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,731 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,732 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 23.00%
2024-05-21 00:58:10,780 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([149.1906,  94.6780, 280.4584, 370.7095])
2024-05-21 00:58:10,781 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,782 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,782 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 20.00%
2024-05-21 00:58:10,784 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([306.2811,  65.4873, 361.4026, 220.8233])
2024-05-21 00:58:10,784 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,785 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,786 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,836 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([148.5942,  94.1755, 275.9833, 410.8643])
2024-05-21 00:58:10,837 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,837 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,838 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 27.00%
2024-05-21 00:58:10,848 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:10,850 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([301.4597,  66.4390, 359.4191, 220.6956])
2024-05-21 00:58:10,851 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,852 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,852 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,904 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([140.1180,  95.1903, 275.6982, 420.7402])
2024-05-21 00:58:10,905 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,906 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,906 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 27.00%
2024-05-21 00:58:10,919 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:10,921 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([295.4078,  69.2967, 356.8125, 220.0853])
2024-05-21 00:58:10,922 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,922 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,923 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:10,986 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([130.6159,  97.2925, 265.4749, 446.6162])
2024-05-21 00:58:10,987 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,988 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:10,989 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 29.00%
2024-05-21 00:58:11,004 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-10.jpg'
2024-05-21 00:58:11,006 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([289.5709,  73.7603, 355.4065, 222.7342])
2024-05-21 00:58:11,007 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,008 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,009 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:11,092 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([121.8980, 101.8519, 247.5072, 470.0057])
2024-05-21 00:58:11,093 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,094 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,096 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 20.00%
2024-05-21 00:58:11,100 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([283.3790,  78.5824, 353.8845, 219.5271])
2024-05-21 00:58:11,102 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,103 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,105 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:11,174 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([105.7182, 109.5923, 239.2577, 474.2357])
