2024-05-21 00:40:44,578 - ObjectDetectionLogger - INFO - Model path: models/yolov8s.pt
2024-05-21 00:40:46,154 - ObjectDetectionLogger - INFO - Model loaded. Cuda available: True
2024-05-21 00:40:46,209 - ObjectDetectionLogger - INFO - Region of interest points loaded successfully. Num points: 5
2024-05-21 00:40:49,714 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3406e+02, 6.6025e-02, 4.3368e+02, 1.7435e+02])
2024-05-21 00:40:49,978 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:49,979 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:49,981 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([322.7666,  27.9867, 352.3468, 108.3493])
2024-05-21 00:40:49,981 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:49,981 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:49,982 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,053 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3457e+02, 5.4764e-02, 4.3353e+02, 1.7445e+02])
2024-05-21 00:40:50,053 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,054 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,055 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,056 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([323.5961,  30.6260, 351.6978, 108.1572])
2024-05-21 00:40:50,057 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,057 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,058 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,123 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3454e+02, 5.7953e-02, 4.3356e+02, 1.7448e+02])
2024-05-21 00:40:50,124 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,125 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,126 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,127 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([323.5731,  33.0717, 351.7427, 108.1782])
2024-05-21 00:40:50,128 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,128 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,128 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,209 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3475e+02, 6.9977e-02, 4.3351e+02, 1.7451e+02])
2024-05-21 00:40:50,211 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,213 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,215 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,300 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3477e+02, 6.5979e-02, 4.3345e+02, 1.7455e+02])
2024-05-21 00:40:50,301 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,302 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,302 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,362 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3472e+02, 6.5903e-02, 4.3339e+02, 1.7457e+02])
2024-05-21 00:40:50,363 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,364 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,364 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,427 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3462e+02, 5.7632e-02, 4.3332e+02, 1.7451e+02])
2024-05-21 00:40:50,428 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,431 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,433 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,495 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3471e+02, 5.0613e-02, 4.3331e+02, 1.7448e+02])
2024-05-21 00:40:50,495 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,496 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,497 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,556 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3479e+02, 3.9078e-02, 4.3349e+02, 1.7440e+02])
2024-05-21 00:40:50,557 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,557 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,558 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,620 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3488e+02, 3.4653e-02, 4.3387e+02, 1.7435e+02])
2024-05-21 00:40:50,621 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,621 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,622 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,688 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3480e+02, 3.0396e-02, 4.3416e+02, 1.7449e+02])
2024-05-21 00:40:50,688 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,690 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,691 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,693 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([324.3083,  26.9202, 358.0544, 108.5965])
2024-05-21 00:40:50,693 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,693 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,694 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,760 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3480e+02, 2.8305e-02, 4.3424e+02, 1.7439e+02])
2024-05-21 00:40:50,760 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,762 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,762 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,764 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([324.3251,  26.9938, 358.7369, 109.4117])
2024-05-21 00:40:50,764 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,765 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,765 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,836 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3485e+02, 2.4872e-02, 4.3423e+02, 1.7427e+02])
2024-05-21 00:40:50,836 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,837 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,837 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,839 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([324.3796,  27.4642, 357.8047, 109.6469])
2024-05-21 00:40:50,840 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,840 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,841 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,924 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3483e+02, 1.7197e-02, 4.3410e+02, 1.7424e+02])
2024-05-21 00:40:50,925 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,927 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,930 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:50,934 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.1092,  27.1250, 359.8057, 109.5004])
2024-05-21 00:40:50,936 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,937 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:50,940 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,022 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3483e+02, 1.4725e-02, 4.3421e+02, 1.7417e+02])
2024-05-21 00:40:51,023 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,024 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,025 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,026 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.0437,  27.2553, 360.2988, 109.4052])
2024-05-21 00:40:51,027 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,027 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,028 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,089 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3497e+02, 1.6083e-02, 4.3404e+02, 1.7414e+02])
2024-05-21 00:40:51,090 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,091 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,091 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,093 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.4408,  27.4047, 359.8865, 109.2782])
2024-05-21 00:40:51,093 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,094 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,094 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,154 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3486e+02, 3.2288e-02, 4.3434e+02, 1.7407e+02])
2024-05-21 00:40:51,155 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,156 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,156 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,158 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.9479,  27.5753, 360.2900, 109.2309])
2024-05-21 00:40:51,158 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,158 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,159 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,223 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3489e+02, 4.1916e-02, 4.3453e+02, 1.7403e+02])
2024-05-21 00:40:51,223 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,224 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,224 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,225 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.6027,  27.3304, 360.1466, 109.2611])
2024-05-21 00:40:51,226 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,226 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,227 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,289 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3487e+02, 4.4296e-02, 4.3452e+02, 1.7401e+02])
2024-05-21 00:40:51,290 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,291 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,291 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,293 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.5099,  27.3317, 359.9933, 109.1634])
2024-05-21 00:40:51,293 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,294 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,294 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,377 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3492e+02, 3.9246e-02, 4.3456e+02, 1.7404e+02])
2024-05-21 00:40:51,378 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,381 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,384 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,388 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.0502,  27.1795, 359.6647, 108.8365])
2024-05-21 00:40:51,389 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,389 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,390 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,468 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3495e+02, 4.7989e-02, 4.3478e+02, 1.7395e+02])
2024-05-21 00:40:51,469 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,470 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,471 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,472 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.9973,  27.2550, 359.3633, 108.9756])
2024-05-21 00:40:51,473 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,473 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,473 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,534 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3497e+02, 2.7542e-02, 4.3435e+02, 1.7389e+02])
2024-05-21 00:40:51,534 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,535 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,536 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,537 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.8627,  27.3828, 359.1291, 108.9947])
2024-05-21 00:40:51,537 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,538 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,538 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,610 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3494e+02, 2.8320e-02, 4.3441e+02, 1.7396e+02])
2024-05-21 00:40:51,610 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,611 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,612 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,614 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.1655,  27.3912, 359.4700, 109.5212])
2024-05-21 00:40:51,615 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,615 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,616 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,685 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3495e+02, 2.2003e-02, 4.3440e+02, 1.7399e+02])
2024-05-21 00:40:51,686 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,687 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,688 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,689 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([327.0966,  27.3074, 359.6630, 109.7889])
2024-05-21 00:40:51,690 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,691 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,691 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,768 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3496e+02, 1.6144e-02, 4.3422e+02, 1.7396e+02])
2024-05-21 00:40:51,769 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,770 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,771 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,773 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([327.2155,  27.3022, 359.5951, 109.6389])
2024-05-21 00:40:51,774 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,774 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,775 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,840 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3487e+02, 1.2558e-02, 4.3413e+02, 1.7406e+02])
2024-05-21 00:40:51,840 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,841 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,842 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,843 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([328.1945,  27.4042, 359.6357, 109.7280])
2024-05-21 00:40:51,844 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,844 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,845 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,911 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3493e+02, 4.4556e-03, 4.3409e+02, 1.7411e+02])
2024-05-21 00:40:51,911 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,912 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,913 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,915 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([327.6160,  27.6352, 359.3979, 110.2023])
2024-05-21 00:40:51,917 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,918 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,920 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,980 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3484e+02, 1.7044e-02, 4.3432e+02, 1.7412e+02])
2024-05-21 00:40:51,981 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,981 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,982 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:51,983 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([328.1351,  28.0273, 359.6807, 112.1720])
2024-05-21 00:40:51,984 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,984 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:51,984 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:52,047 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3484e+02, 2.7283e-02, 4.3443e+02, 1.7405e+02])
2024-05-21 00:40:52,047 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,048 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,048 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:52,050 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([327.5311,  27.9016, 359.5943, 114.2932])
2024-05-21 00:40:52,050 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,051 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,051 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:52,115 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3479e+02, 2.1347e-02, 4.3425e+02, 1.7410e+02])
2024-05-21 00:40:52,115 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,116 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,117 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:52,118 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([326.1335,  28.0300, 359.6415, 114.5631])
2024-05-21 00:40:52,119 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,119 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,119 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:52,184 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3480e+02, 3.1097e-02, 4.3419e+02, 1.7415e+02])
2024-05-21 00:40:52,185 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,186 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,186 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:52,188 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([325.6186,  27.7976, 359.6703, 116.0507])
2024-05-21 00:40:52,188 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,188 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,189 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:40:52,257 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([1.3482e+02, 3.0457e-02, 4.3399e+02, 1.7414e+02])
2024-05-21 00:40:52,257 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:40:52,258 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
